Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Sport,Material,Fastening,Ankle Height,Outsole Type,Cleats,Arch Type,Cushioning,Warranty,Distance,Surface Type,Technology,Number of Items,Pronation for Running Shoes,Running Type,Package Contains
ASIAN,Women Charcoal Asian Superfly Mesh Running Non-Marking Shoes,₹749,MRP ₹1499,(50% OFF),4.2,362 Ratings,"A pair of charcoal shoes, has regular Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 28 days",Running,Mesh,Lace-Ups,Regular,Non-Marking,No Cleats,,High,28 days,,All-Rounder,Memory Foam,,Neutral,Road Running,
Paragon,Women Cushioned Walking Shoes,₹675,MRP ₹1299,(48% OFF),3.6,36 Ratings,"A pair of white ,purple & blue walking shoes, has regular styling, lace-ups detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand owner/manufacture",Walking,Synthetic,Lace-Ups,Regular,Marking,No Cleats,,Medium,30 days,,Outdoor,,2,,,
ADIDAS,Women Woven Design Galaxy Star Running Shoes,₹4559,MRP ₹7599,(40% OFF),4.5,28 Ratings,"Product Design Detail:
Main material: Mesh upper / Rubber outsole
Brand colour: Crystal Jade / Green Spark / Cloud White
Woven design
Brand logo detail
Classic 3 striped detail
Lace-up closure
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer
About ADIDAS Women Woven Design Galaxy Star Running Shoes:
Take on new goals in these adidas running shoes. They're made with a full-length Cloudfoam midsole for superior comfort and cushioning that make it easy to extend your distance. The mesh upper gives a breathable, airy feel as you step up your pace.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,,Court,,2,Neutral,,A pair of shoes
Duke,Women Textile Running Shoes,₹614,MRP ₹2195,(72% OFF),3.3,10 Ratings,"A pair of black shoes, has regular Styling, slip-on detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days",Running,Textile,Slip-On,Regular,Marking,No Cleats,Flat,High,30 days,Medium,Outdoor,,,Neutral,Road Running,
Duke,Women Textile Running Shoes,₹614,MRP ₹2195,(72% OFF),3.3,10 Ratings,"A pair of navy blue shoes, has regular Styling, slip-on detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days",Running,Textile,Slip-On,Regular,Marking,No Cleats,Flat,High,30 days,Medium,Outdoor,,,Neutral,Road Running,
Duke,Women Textile Walking Shoes,₹642,MRP ₹2295,(72% OFF),4,45 Ratings,"A pair of maroon shoes, has regular Styling, slip-on detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days",Walking,Textile,Slip-On,Regular,Marking,No Cleats,Flat,High,30 days,Medium,Outdoor,,,Neutral,Road Running,
max,Women Lace-Up Running Shoes,₹649,MRP ₹1299,(50% OFF),4.4,21 Ratings,"A pair of pink and white sports shoes, has styling, lace-up detail
PU upper
Cushioned footbed
Textured and patterned outsole",Running,PU,Lace-Ups,Regular,Marking,No Cleats,,Medium,,,Outdoor,,2,,,
Duke,Women Textile Running Shoes,₹688,MRP ₹2295,(70% OFF),4.2,31 Ratings,"A pair of maroon shoes, has regular Styling, slip-on detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days",Running,Textile,Slip-On,Regular,Marking,No Cleats,Flat,High,30 days,Medium,Outdoor,,,Neutral,Road Running,
max,Women Textured Lace-Up Running Shoes,₹779,MRP ₹1299,(40% OFF),4.2,25 Ratings,"A pair of beige and blue textured running shoes, has regular styling
Mesh upper
Cushioned footbed
Textured and patterned outsole",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,,Medium,,,Outdoor,,2,,,
ASIAN,Women Superfly-05 Memory Foam Mesh Running Shoes,₹795,MRP ₹1349,(41% OFF),3.8,43 Ratings,"A pair of grey shoes, has regular Styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 28 days
Warranty provided by brand owner/manufacturer

Technology : Memory Foam",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,,High,28 days,Long,All-Rounder,Memory Foam,2,Neutral,Road Running,
Crew STREET,Women Charcoal Grey & Red Woven Design Walking Shoes,₹849,MRP ₹3399,(75% OFF),4.2,68 Ratings,"A pair of charcoal grey & red woven design walking sports shoes, has regular styling, slip-on detail
Textile upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Walking,Textile,Slip-On,Regular,Marking,No Cleats,Medium,Medium,3 months,,Court,,,,,
ASIAN,Women BLOSSOM Mesh Running Shoes,₹802,MRP ₹1099,(27% OFF),3.5,23 Ratings,"A pair of pink , white & blue shoes, has regular Styling, lace-ups detail
Mesh Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 28 days
Warranty provided by brand owner/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,,High,28 days,,All-Rounder,,2,Neutral,Road Running,
Duke,Women Textile Walking Shoes,₹619,MRP ₹2295,(73% OFF),4.3,12 Ratings,"A pair of purple shoes, has regular Styling, slip-on detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days",Walking,Textile,Slip-On,Regular,Marking,No Cleats,Flat,High,30 days,Medium,Outdoor,,,Neutral,Road Running,
Reebok,Women Woven Design Lite Plus 3 Running Shoes,₹3959,MRP ₹6599,(40% OFF),4.3,42 Ratings,"Product design details:
Main material: Textile upper/ Rubber outsole
Brand color: Navy
Woven design upper
Vector print logo on the upper
Lace-up closure with eyelets
Warranty: 3 months
Warranty provided by brand/manufacturer
About Reebok Women Woven Design Lite Plus 3 Running Shoes
Comfort is the name of the game when you step into these women's Reebok shoes. The FuelFoam midsole hits the sweet spot, with the optimal balance of cushioning and response. Your daily run never felt so smooth and stress-free.",Running,Textile,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,,Court,,,Neutral,,
Duke,Women Textile Running Shoes,₹688,MRP ₹2295,(70% OFF),4.2,31 Ratings,"A pair of black shoes, has regular Styling, slip-on detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days",Running,Textile,Slip-On,Regular,Marking,No Cleats,Flat,High,30 days,Medium,Outdoor,,,Neutral,Road Running,
Puma,Women Softride Carson Fresh Running Shoes,₹4224,MRP ₹6499,(35% OFF),4.3,9 Ratings,"Product Story:
The upper of the shoes is made with at least 20% recycled materials.softride- cushioning and comfortupper recycled meshsoftfoam+ step-in comfortsoftfoam+ step-in comfort

Product Design Detail:
A pair of white shoes, has regular Styling
Lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months",Running,Textile,Lace-Ups,Regular,Marking,No Cleats,,Medium,3 months,Medium,Hard,,2,Neutral,Road Running,1 pair of sports shoes
Power,Women Purple Textile Running Non-Marking Shoes,₹1529,MRP ₹1699,(10% OFF),4.2,190 Ratings,"A pair of purple running shoes, has regular Styling, lace-ups detail
Textile upper
Cushioned footbed
Textured and patterned outsole
Warranty:",Running,Textile,Lace-Ups,Regular,Non-Marking,No Cleats,Medium,Medium,,Medium,Outdoor,,,,Road Running,
Eego Italy,Women Leather Training or Gym Non-Marking Shoes,₹899,MRP ₹1999,(55% OFF),4.6,9 Ratings,"A pair of black training or gym shoes, has regular Styling, slip-on detail
Leather upper
Cushioned footbed
Textured and patterned outsole",Training or Gym,Leather,Slip-On,Regular,Non-Marking,No Cleats,Medium,Medium,,Long,Outdoor,,,,,
Xtep,Women White High-Top Skateboarding Shoes,₹3479,MRP ₹5799,(40% OFF),3.9,8 Ratings,"A pair of white shoes, has high-top Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: limited warranty",Skateboarding,Synthetic,Lace-Ups,High-Top,Marking,No Cleats,Medium,Medium,Limited Warranty,,Outdoor,,,,,
Reebok,Women Peach-Coloured Woven Design DailyFit 2.0 Walking Shoes,₹3499,MRP ₹6999,(50% OFF),4.3,16 Ratings,"Special Technologies
DMX moving air cushioning
 Product Design Details
Main material: Textile upper/Rubber outsole
Brand color: CANCOR/SOFECR/FTWWHT
Lace-up closure
Warranty: 3 months
Warranty provided by Brand/Manufacturer

About Reebok Woven Design DailyFit 2.0 Walking Shoes
Get your steps in. These women's Reebok walking shoes are designed to help you move more every day. They have a foot-hugging knit upper with a contoured molded heel for a supportive and luxurious feel. DMX cushioning moves air from the heel to the toe and back again to match your stride and provide comfort underfoot.",Walking,Textile,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,,Court,,,,,
VECTOR X,Unisex Printed Cricket Shoes,₹882,MRP ₹949,(7% OFF),3.5,22 Ratings,"A pair of white,lime green and black sports shoes, has regular styling, lace-ups detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Cricket,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Flat,High,,,Batsman,,2,,,
Reebok,Women Leather Walking Shoes,₹3959,MRP ₹6599,(40% OFF),3,9 Ratings,"PRODUCT DESIGN DETAILS :A pair of shoes, has regular Styling, lace-ups detail
Sport up your style by adding these white shoes from REEBOK CLASSICS. Comfortable for your daily fitness walks or other casual activities, these are crafted from leather. With an uber-cool design, it features lace-ups fastening and regular ankle height. Pair these with a cool tee and comfy jogger for an athleisure look.",Walking,Leather,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,,,All-Rounder,,,,,
ABROS,Women LONDON Mesh Running Shoes,₹891,MRP ₹1049,(15% OFF),4.2,135 Ratings,"A pair of navy blue ,white & pink shoes, has regular styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 day
Warranty provided by brand owner/manufacturer",Running,Mesh,Velcro,Regular,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,2,Neutral,Track,
Reebok,Women Woven Design Flexagon Energy 4 Training or Gym Shoes,₹3359,MRP ₹5599,(40% OFF),4.3,78 Ratings,"Special technologies:
Ortholite comfort footbed

Product design details:
Main material: Mesh upper/ rubber outsole
Brand color: Purple
Woven design upper
Regular fit
Lace-up closure with eyelets
Reebok branding on the tongue and at the back
Classic reebok stripe detail at sides
Warranty: 3 months
Warranty provided by brand and manufacturer
About Reebok Women Woven Design Flexagon Energy 4 Training or Gym Shoes
Keep your energy level high throughout your workout. These women's Reebok training shoes are made with a breathable mesh upper to keep you light on your feet. The FuelFoam midsole rebounds on impact for optimal comfort through jumps and lunges. Grooves in the outsole ensure flexible movement in all directions.",Training or Gym,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,,Court,,,,,
ABROS,Women Mesh Running Shoes,₹710,MRP ₹899,(21% OFF),4.3,70 Ratings,"A pair of pink shoes, has mid-top Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by the brand owner /manufacturer",Running,Mesh,Lace-Ups,Mid-Top,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,Air,,Neutral,Track,
Power,Women Mesh Walking Shoes,₹3399,MRP ₹3999,(15% OFF),4.8,8 Ratings,"A pair of navy blue & white shoes, has regular styling, slip-on detail
Mesh upper
Cushioned footbed
Textured and patterned outsole",Walking,Mesh,Slip-On,Regular,Marking,No Cleats,Medium,Medium,,Medium,Soft,,2,Neutral,Track,
Power,Women Black Mesh Training or Gym Shoes,₹1349,MRP ₹1499,(10% OFF),4.1,34 Ratings,"A pair of black training or gym shoes, has regular Styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole",Training or Gym,Mesh,Lace-Ups,Regular,Marking,No Cleats,,Medium,,Medium,Outdoor,,,,Road Running,
Power,Women Walking Shoes,₹1099,MRP ₹2199,(50% OFF),4.1,14 Ratings,"A pair of beige walking shoes, has regular Styling, lace-ups detail
Textile upper
Cushioned footbed
Textured and patterned outsole
Warranty:",Walking,Textile,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,,Medium,Outdoor,,2,Neutral,Track,1 pair
Xtep,Women Textile Running Shoes,₹2999,MRP ₹7499,(60% OFF),4.2,6 Ratings,"A pair of running shoes, has mid-top Styling, lace-ups detail
Textile Upper
Cushioned footbed
Textured and patterned outsole
Warranty: limited warranty
Warranty provided by the brand owner/manufacturer",Running,Textile,Lace-Ups,Mid-Top,Marking,No Cleats,Medium,High,Limited Warranty,Long,Outdoor,Super Grip EVA,,Neutral,Road Running,
Reebok,Women Brand Logo Detail Lite 3.0 Running Shoes,₹2999,MRP ₹5999,(50% OFF),4.2,11 Ratings,"Special technologies:
Ortholite
Product Design Details:
Main material: Textile upper/ EVA outsole
Brand colour: Core Black / Silver Metallic / Cloud White
Brand logo printed detail
Lace-up closure
Cushioned footbed
Textured and patterned flex grooves outsole
Warranty: 3 months
Warranty provided by the brand owner/ manufacturer
About Reebok Reebok Women Brand Logo Detail Lite 3.0 Running Shoes
No one says your sneakers can't look just as good post-run as they do while you're getting your miles in. Case in point, these women's running shoes from Reebok. The lightweight outsole gives you premium cushioning as you hit the pavement. The comfort levels stay high when you hit the town for lunch with friends afterwards.",Running,Textile,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,,Court,Ortholite,,Neutral,,
Xtep,Women Purple Textile Retro Skateboarding Non-Marking Sports Shoes,₹2949,MRP ₹5899,(50% OFF),4.4,14 Ratings,"PRODUCT DESIGN DETAILS:
A pair of purple shoes, has mid-top Styling, lace-ups detail
Textile Upper
Cushioned footbed
Textured and patterned outsole
Warranty: limited warranty",Skateboarding,Textile,Lace-Ups,Mid-Top,Non-Marking,No Cleats,Flat,Medium,Limited Warranty,,All-Rounder,,,,,
Xtep,Women Skateboarding Non-Marking Shoes,₹2899,MRP ₹5799,(50% OFF),4.5,11 Ratings,"A pair of skateboarding shoes, has mid-top Styling, lace-ups detail
Synthetic Upper
Cushioned footbed
Textured and patterned outsole
Warranty: limited warranty
Warranty provided by the brand owner/manufacturer",Skateboarding,Synthetic,Lace-Ups,Mid-Top,Non-Marking,No Cleats,Medium,High,Limited Warranty,,Outdoor,Super Grip EVA,,,,
Sparx,Women Black Mesh Running Shoes,₹1077,MRP ₹1099,(2% OFF),4.5,58 Ratings,"A pair of black & pink running sports shoes, has regular styling, lace-up detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Non-Marking,Fixed,Medium,Medium,30 days,Long,All-Rounder,,,,Long Distance,
Campus,Women Yellow Mesh Running Sports Shoes,₹974,MRP ₹1299,(25% OFF),4.3,881 Ratings,"A pair of yellow shoes, has regular Styling, lace-ups detail
Mesh Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,,Neutral,Road Running,
Reebok,Women comfy Activator Slip Woven Design Walking Shoes,₹2579,MRP ₹4299,(40% OFF),4.3,12 Ratings,"Special Technology:
Ortholite
Fuelfoam
Product Design Detail:
Main material: Synthetic and Textile/ EVA outsole
Brand colour: Purple and black
Woven design 
Brand logo detail
Slip-on closure
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand owner/manufacture
About Reebok Women comfy Activator Slip Woven Design Walking Shoes:
It is a revitalizing new shoe designed to mimic the feeling of being barefoot while also giving outstanding support. Feel-good footwear intended to improve your wellbeing, The sleek silhouette has a contemporary top and plush padding. Together, they provide a remarkably fashionable shoe that is great for walking.",Walking,Synthetic,Slip-On,Regular,Marking,No Cleats,Flat,Medium,3 months,,Outdoor,,1,,,A pair of shoes
Reebok,Women Running Lite 3.0 Shoes,₹2799,MRP ₹5599,(50% OFF),3.9,8 Ratings,"PRODUCT DESIGN DETAILS :
A pair of shoes, has regular Styling, lace-ups detail
Lightweight material FLEX GROOVES for increased flexibility. EVA OUTSOLE EVA outsole for premium cushioning. Comfort Footbed 5MM OPEN CELL FOAM WITH LESS THAN 5 Percent COMPRESSION SET OVER TIME, SO THE CUSHIONING AND FIT NEVER CHANGES INSIDE THE SHOE TO PROVIDE ALL DAY COMFORT. Comfort Footbed 95 Percent RECYCLED.",Running,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,,,All-Rounder,,,,,
Reebok,Women Peach-Coloured Woven Design Lunar Walk Shoes,₹1899,MRP ₹3799,(50% OFF),4.6,37 Ratings,"Product design details:
A pair of peach-coloured woven design shoes, has regular Styling, lace-ups detail
Brand colour:AURA ORANGE / PUNCH BERRY
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months",Walking,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,,Court,,,,,
Power,Women Textile Running Non-Marking Shoes,₹2209,MRP ₹2599,(15% OFF),4.5,50 Ratings,"A pair of black shoes, has regular styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole",Running,Textile,Lace-Ups,Regular,Non-Marking,No Cleats,Medium,Medium,,Medium,Outdoor,,,Neutral,Track,
Xtep,Women White Textile Running Non-Marking Shoes,₹2079,MRP ₹5199,(60% OFF),4.6,12 Ratings,"A pair of white shoes, has regular Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: limited warranty
Warranty provided by brand/manufacturer",Running,Textile,Lace-Ups,Regular,Non-Marking,No Cleats,,Medium,Limited Warranty,,Outdoor,l-EVA,,Neutral,,
