Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Heel Type,Type,Heel Height,Fastening and Back Detail,Toe Shape,Pattern,Ornamentation,Ankle Height,Occasion,Sole Material,Warranty
Tokyo Talkies,Black PU Block Sandals,₹759,MRP ₹1998,(62% OFF),4.3,900 Ratings,"A pair of black sandals ,has regular ankle and open back
Pu solid upper with other
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 15 days",Block,Sandals,2 inches,Open Back,Pointed Toe,Solid,,Regular,Casual,Synthetic,
Luxyfeel,Embellished Open Toe Platform,₹899,MRP ₹2499,(64% OFF),4.1,128 Ratings,"A pair of brown heels ,has regular ankle and open back detail
Synthetic embellished upper 
Cushioned footbed
Textured and patterend outsole, has a platform",Platform,Sandals,3 inches,Open Back,Open Toe,Embellished,,Regular,Party,PVC,
Try Me,Open Toe Flatform Heels,₹899,MRP ₹1799,(50% OFF),4,74 Ratings,"A pair of black open toe flatform heels ,has regular ankle and lace-ups
Synthetic leather solid upper with other
Cushioned footbed
Textured and patterend outsole, has a wedge",Flatform,Sandals,3 inches,Lace-Ups,Open Toe,Solid,,Regular,Casual,TPR,
ELLE,Pointed Toe Kitten Heel Pumps,₹1499,MRP ₹2499,(40% OFF),3.9,843 Ratings,"A pair of black pointed toe kitten heel pumps,has regular ankle and backstrap
Synthetic upper 
Cushioned footbed
Textured and patterned outsole
Warranty: 15 days
Warranty provided by brand/manufacturer",Kitten,Pumps,2 inches,Backstrap,Pointed Toe,Solid,,Regular,Casual,Resin,15 days
Allen Solly,Open Toe Block Heels,₹1679,MRP ₹1999,(16% OFF),4.4,7 Ratings,"A pair of pink heel, has regular ankle and ankle loop with buckle closure
Pu solid upper
Cushioned footbed
Textured and patterend outsole,
Has a block heel
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Block,Sandals,1.5 inches,Ankle Loop,Open Toe,Solid,,Regular,Casual,Rubber,6 months
Mast & Harbour,Women Block Heel Sandals,₹899,MRP ₹2999,(Rs. 2100 OFF),3.5,6 Ratings,"A pair of white Block Heel Sandals,has regular ankle and open back
Synthetic solid upper with other
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,3 inches,Open Back,Open Toe,Solid,,Regular,Casual,Resin,
Metro,Embellished Open Toe Block Heels,₹1494,MRP ₹2490,(40% OFF),4.1,109 Ratings,"A pair of black open toe heels & open back detail
Synthetic upper
Cushioned footbed
Textured and patterend outsole, has a block heel
Warranty: 1 month
Warranty provided by brand/manufacturer",Block,Sandals,3 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Casual,Resin,1 month
Shezone,Womem Stiletto Sandals with Western - Embellished,₹1099,MRP ₹1999,(45% OFF),3.1,37 Ratings,"A pair of rose gold sandals ,has regular ankle and ankle loop
Synthetic embellished upper with buckles
Cushioned footbed
Textured and patterend outsole, has a stiletto
Warranty: 1 month",Stiletto,Sandals,3 inches,Ankle Loop,Pointed Toe,Embellished,Western - Embellished,Regular,Party,Rubber,1 month
Allen Solly,Women Dusty Pink Solid PU Block Heel Sandals,₹1701,MRP ₹2299,(26% OFF),3.6,8 Ratings,"A pair of dusty pink block heel sandals
has regular styling and open back
PU solid upper
Cushioned footbed
Textured and patterend outsole
Warranty: 6 months
Warranty provided by the brand owner/ manufacturer",Block,Sandals,2.5 inches,Open Back,Open Toe,Solid,,Regular,Casual,Rubber,6 months
EVERLY,Textured Open Toe Wedges,₹1499,MRP ₹3999,(Rs. 2500 OFF),4.5,91 Ratings,"A pair of black textured open toe wedges, has regular ankle and open back
Synthetic leather upper 
Cushioned footbed
Textured and patterend outsole, has a wedge",Wedge,Sandals,4 inches,Open Back,Open Toe,Textured,,Regular,Casual,TPR,
ELLE,Party Kitten Textured Pointed Toe Pumps With Bows,₹1538,MRP ₹2699,(43% OFF),3.7,33 Ratings,"A pair of gold-toned pumps ,has regular ankle and backstrap
Synthetic solid upper with bows
Cushioned footbed
Textured and patterend outsole, has a kitten
Warranty: 15 days",Kitten,Pumps,1.5 inches,Backstrap,Pointed Toe,Textured,Bows,Regular,Party,Resin,15 days
Allen Solly,Women Solid Block Heeled Mules,₹1997,MRP ₹2699,(26% OFF),4.1,58 Ratings,"A pair of brown heeled mules, has regular ankle and backstrap
Pu solid upper with chain detail
Cushioned footbed
Textured and patterned outsole, has a block heel
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Block,Mules,2.5 inches,Backstrap,Pointed Toe,Solid,Western - Embellished,Regular,Casual,TPR,6 months
Mochi,Embellished Open Toe Comfort,₹1494,MRP ₹2490,(40% OFF),4.3,139 Ratings,"A pair of pink heels, has regular ankle and open back detail
Synthetic embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a comfort
Warranty: 1 month
Warranty provided by brand manufacturer",Comfort,Sandals,2 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Casual,PU,1 month
Mast & Harbour,Black Pointed Toe Block heels,₹999,MRP ₹2999,(Rs. 2000 OFF),3.5,70 Ratings,"A pair of black pointed toe block heels ,has regular ankle and closed back
Synthetic leather upper
Cushioned footbed
Textured and patterned outsole",Block,Pumps,4 inches,Closed Back,Pointed Toe,Solid,,Regular,Casual,Resin,
Shoetopia,Strappy Flatform Heels,₹999,MRP ₹1999,(50% OFF),3.9,498 Ratings,"A pair of black flatform heels,has regular ankle and backstrap
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Flatform,Sandals,3 inches,Open Back,Open Toe,Solid,,Regular,Casual,Rubber,
DressBerry,Embellished Party Block Peep Toes,₹1420,MRP ₹2899,(51% OFF),4.7,17 Ratings,"A pair of transparent and silver-toned peep toes, has regular ankle and open back
Synthetic embellished upper with ethnic - embellished
Cushioned footbed
Textured and patterend outsole, has a block heel
Warranty: 1 month",Block,Peep Toes,2 inches,Open Back,Peep Toe,Embellished,Ethnic - Embellished,Regular,Party,TPR,1 month
Lavie,Women Open Back Slim Heeled Sandals,₹944,MRP ₹3499,(73% OFF),3.8,9 Ratings,"A pair of black sandals ,has regular ankle and open back
Synthetic leather solid upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a slim heeled",Slim,Sandals,3 inches,Open Back,Open Toe,Solid,Western - Embellished,Regular,Casual,Synthetic,
Marc Loire,Laser Cuts Block Heel Pumps,₹1297,MRP ₹2495,(48% OFF),3.8,170 Ratings,"A pair of brown laser cuts block heel pumps,has regular ankle and backstrap
Pu upper
Cushioned footbed
Textured and patterned outsole
Warranty: limited warranty
Warranty provided by brand/manufacturer",Block,Pumps,1.5 inches,Backstrap,Pointed Toe,Textured,Laser Cuts,Regular,Casual,Rubber,Limited Warranty
Mast & Harbour,Textured Block Heel Pumps,₹999,MRP ₹2999,(Rs. 2000 OFF),4.1,122 Ratings,"A pair of cream-coloured block heel pumps, has regular ankle and closed back
Synthetic leather upper 
Cushioned footbed
Textured and patterend outsole, has a block",Block,Pumps,2 inches,Closed Back,Pointed Toe,Textured,,Regular,Casual,Resin,
Carlton London,Embellished Block Heeled Pumps,₹1374,MRP ₹2499,(45% OFF),3.9,142 Ratings,"A pair of black pumps ,has regular ankle and closed back
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Warranty: 15 days
Warranty provided by brand/manufacturer",Block,Pumps,2.5 inches,Closed Back,Pointed Toe,Solid,Bows,Regular,Party,Resin,15 days
Mochi,Printed Open Toe Wedge Heels,₹1494,MRP ₹2490,(40% OFF),4.3,109 Ratings,"A pair of beige,grey and peach-coloured printed open toe wedge heels,has regular ankle and open back
Synthetic upper 
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Wedge,Sandals,4 inches,Open Back,Open Toe,Printed,,Regular,Casual,PU,1 month
Retro Walk,Square Toe Slim Heels,₹899,MRP ₹1999,(55% OFF),3.7,21 Ratings,"A pair of beige heels ,has regular ankle and open back
Synthetic leather solid upper 
Cushioned footbed
Textured and patterend outsole, has a slim
Warranty: 7 days
Warranty provided by brand owner/manufacturer",Slim,Sandals,3 inches,Open Back,Square Toe,Solid,,Regular,Casual,Resin,7 days
Carlton London,Embellished Open Toe Wedge Heels,₹1619,MRP ₹2699,(40% OFF),4.1,7 Ratings,"A pair of gold-toned heels ,has regular ankle and open back
Synthetic embellished upper with western- embellished
Cushioned footbed
Textured and patterend outsole, has a wedge
Warranty: 7 days
Warranty provided by brand/manufacturer",Wedge,Sandals,2.5 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Party,PU,7 days
Sole Saga,Open Toe Block Heels,₹899,MRP ₹2249,(60% OFF),3.9,8 Ratings,"A pair of white open toe block heels, has regular ankle and open back
Synthetic leather upper
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,2.5 inches,Open Back,Open Toe,Solid,,Regular,Casual,Synthetic,
DressBerry,Beige And Transparent Open Toe Block Heels,₹899,MRP ₹1799,(50% OFF),4.2,236 Ratings,"A pair of beige and transparent open toe block heels,has regular ankle and open back
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Block,Sandals,3 inches,Open Back,Open Toe,Solid,,Regular,Casual,Resin,
Mochi,Braided Textured Open Toe Wedges,₹1293,MRP ₹1990,(35% OFF),4.4,292 Ratings,"A pair of pink & blue heels ,has regular ankle and open back
Synthetic textured upper 
Cushioned footbed
Textured and patterend outsole, has a wedges 
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Wedge,Sandals,3 inches,Open Back,Open Toe,Textured,,Regular,Casual,PU,1 month
CORSICA,Textured Party Block Heels with Glittery Effect,₹1217,MRP ₹2899,(58% OFF),4.3,8 Ratings,"A pair of gold-toned block heel sandals
Has regular ankle and backstrap with buckle closure
Synthetic textured upper with glittery effect
Cushioned footbed
Textured and patterned outsole",Block,Sandals,3 inches,Backstrap,Open Toe,Textured,,Regular,Party,TPR,
Allen Solly,Women Snakeskin Printed Block Heels,₹1149,MRP ₹2299,(50% OFF),4.2,27 Ratings,"A pair of orange and brown snake skin printed block heels, has an ankle loop with pin-buckle closure
Pu upper
Cushioned footbed
Textured and patterend outsole
Warranty: 6 months
Warranty provided by brand/manufacturer",Block,Sandals,3 inches,Ankle Loop,Open Toe,Printed,,Regular,Casual,Resin,6 months
DressBerry,Black Bow Detailed Block Heels,₹873,MRP ₹2299,(62% OFF),4.2,77 Ratings,"A pair of black bow detailed block heels ,has regular ankle and backstrap
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Block,Sandals,2 inches,Backstrap,Open Toe,Embellished,Bows,Regular,Casual,Rubber,1 month
THE WHITE POLE,Embellished Pointed Toe Slim Heels,₹989,MRP ₹3299,(70% OFF),3.7,25 Ratings,"A pair of gold-toned pointed toe heels, has regular ankle and backstrap
Synthetic embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a slim",Slim,Sandals,3 inches,Backstrap,Pointed Toe,Embellished,Western - Embellished,Regular,Party,TPR,
Shoetopia,Braided One Toe Block Heels,₹699,MRP ₹1999,(65% OFF),4.2,639 Ratings,"A pair of black heels ,has regular ankle and open back
Synthetic textured upper
Cushioned footbed
Textured and patterend outsole, has a block heels",Block,Sandals,1.5 inches,Open Back,Pointed Toe,Textured,,Regular,Ethnic,Resin,
Anouk,Rose Gold-Toned Embellished Open Toe Block Heels,₹799,MRP ₹2999,(Rs. 2200 OFF),4.5,28 Ratings,"A pair of rose gold toned heels ,has regular ankle and open back
Synthetic embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,3 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Casual,Resin,
Shoetopia,Open Toe Block Heels With Buckles,₹1199,MRP ₹2999,(60% OFF),4,90 Ratings,"A pair of black sandals ,has regular ankle and backstraps
Synthetic patent solid upper with buckles
Cushioned footbed
Textured and patterned outsole, has a block",Block,Sandals,4 inches,Backstrap,Open Toe,Solid,Buckles,Regular,Casual,Resin,
Metro,Embellished Wedge Heels,₹1122,MRP ₹2290,(51% OFF),4.3,77 Ratings,"A pair of heels ,has regular ankle and open back
Synthetic embellished upper
Cushioned footbed
Textured and patterend outsole, has a wedge heel
Warranty: 1 month
Warranty provided by the brand/manufacturer",Wedge,Sandals,3 inches,Open Back,Open Toe,Embellished,,Regular,Casual,Rubber,1 month
Flat n Heels,Closed Back Wedge Pumps,₹1849,MRP ₹3699,(50% OFF),4.2,191 Ratings,"A pair of beige pumps ,has regular ankle and closed back
Synthetic solid upper 
Cushioned footbed
Textured and patterend outsole, has a wedge
Warranty: 1 month
Warranty is provided by brand/maufacturer",Wedge,Pumps,2 inches,Closed Back,Round Toe,Solid,,Regular,Casual,Resin,1 month
DressBerry,Women Block Heels Sandals With Western - Embellished,₹959,MRP ₹2399,(60% OFF),4,26 Ratings,"A pair of nude-coloured block heels
Pu solid upper with Western - Embellished
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 28 days",Block,Sandals,2 inches,Open Back,Square Toe,Solid,Western - Embellished,Regular,Party,PU,28 days
SHRIVAS BY ARCHITA MEHTA,Embellished Block Heels Mules,₹1399,MRP ₹3499,(60% OFF),4.1,66 Ratings,"A pair of gold-toned embellished block heels mules, has regular ankle and closed back
Synthetic leather upper 
Cushioned footbed
Textured and patterend outsole, has a wedge
Warranty: 3 months
Warranty provided by brand/manufacturer",Block,Mules,1 inch,Open Back,Square Toe,Solid,Western - Embellished,Regular,Casual,TPR,3 months
DressBerry,Slim Heeled Sandals,₹923,MRP ₹2799,(67% OFF),3.4,11 Ratings,"A pair of black sandals, has regular ankle and open back
Synthetic solid upper
Cushioned footbed
Textured and patterned outsole, has a slim heel
Warranty: 1 month
Warranty provided by the brand owner/manufacturer",Slim,Sandals,2.5 inches,Open Back,Open Toe,Solid,,Regular,Casual,PU,1 month
Sole Saga,Embellished Open Toe Backstrap Slim Heels,₹1188,MRP ₹2899,(59% OFF),3.6,34 Ratings,"A pair of silver-toned embellished open toe slim heels, has regular ankle and backstrap
Synthetic leather upper 
Cushioned footbed
Textured and patterend outsole, has a slim",Block,Sandals,3 inches,Backstrap,Open Toe,Embellished,Western - Embellished,Regular,Casual,Synthetic,
Mochi,Textured Open Toe Block Heels,₹1293,MRP ₹1990,(35% OFF),4.5,143 Ratings,"A pair of grey heels ,has regular ankle and open back
Synthetic textured upper 
Cushioned footbed
Textured and patterend outsole, has a block heeled 
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Block,Sandals,2 inches,Open Back,Open Toe,Textured,,Regular,Casual,Resin,1 month
Roadster,The Lifestyle Co. Blue Textured Open Toe Block Heels,₹899,MRP ₹2499,(64% OFF),4.2,551 Ratings,"A pair of blue textured open toe block heels, has open back fastening details
Synthetic Leather upper
Cushioned footbed
Rubber sole material, Block heeled",Block,Sandals,3 inches,Open Back,Open Toe,Textured,,Regular,Casual,Rubber,
Mast & Harbour,Grey Textured Round Toe Block Heeled Pumps,₹1099,MRP ₹2999,(Rs. 1900 OFF),4.2,133 Ratings,"A pair of grey pumps closed back
Synthetic textured upper
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 1 month
Warranty provided by brand/manufacturer",Block,Pumps,2 inches,Closed Back,Open Toe,Textured,,Regular,Casual,PVC,1 month
Monrow,Open Toe Flatform Heels,₹1803,MRP ₹2199,(18% OFF),4.3,23 Ratings,"A pair of pink heels ,has regular ankle and backstrap
Synthetic leather solid upper 
Cushioned footbed
Textured and patterend outsole, has a flatform
Warranty: 1 month
Warranty provided by brand/manufacturer",Flatform,Sandals,1 inch,Backstrap,Open Toe,Solid,,Regular,Casual,Rubber,1 month
Denill,Cross Strap Open Toe Platform Heels With Backstrap,₹799,MRP ₹1999,(60% OFF),4.2,877 Ratings,"A pair of grey & black heels ,has regular ankle and backstrap
Synthetic leather solid upper
Cushioned footbed
Textured and patterend outsole, has a platform heels",Platform,Sandals,3 inches,Backstrap,Open Toe,Solid,,Regular,Casual,PVC,
Carlton London sports,Embellished Open Toe Flatform Heels,₹1319,MRP ₹2399,(45% OFF),3.9,271 Ratings,"A pair of black heels ,has regular ankle and open back 
Synthetic embellished upper with western - embellished detail 
Cushioned footbed
Textured and patterend outsole, has a flatform heels",Flatform,Sandals,2 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Casual,EVA,1 month
Allen Solly,Women Horsebit Detail Block Heel Pumps,₹2071,MRP ₹2799,(26% OFF),4,80 Ratings,"A pair of mint green block heel pumps
Has regular ankle and closed back with slip-on closure
PU solid upper with metallic detail
Cushioned footbed
Textured and patterned outsole
Warranty: 6 months
Warranty provided by the brand owner/ manufacturer",Block,Pumps,3 inches,Closed Back,Square Toe,Solid,,Regular,Casual,Resin,6 months
Denill,Pointed Toe Kitten Heeled Pumps,₹859,MRP ₹1999,(57% OFF),3.9,255 Ratings,"A pair of black pumps ,has regular ankle and closed back, pointed toe
Synthetic solid upper with other
Cushioned footbed
Textured and patterend outsole, has a kitten",Kitten,Pumps,2.5 inches,Closed Back,Pointed Toe,Solid,,Regular,Casual,TPR,
